lenderNames,productNames,loanAmtLenderMax2,minLenderCreditScore2,state,veteran,foreclosure,capacity
Lender 209,ReFi,310000,700,Oregon,No,Yes,15
Lender 215,Purchase,310000,710,Mississippi,No,No,1
Lender 131,Home Equity,300000,740,Texas,Yes,Yes,28
Lender 384,Home Equity,350000,690,New Mexico,Yes,No,36
Lender 293,Purchase,270000,710,Kansas,No,Yes,3
Lender 320,Auto,270000,680,Wisconsin,Yes,No,21
Lender 377,Purchase,250000,590,Missouri,Yes,Yes,5
Lender 399,Auto,290000,750,South Carolina,No,No,28
Lender 133,Purchase,310000,630,Texas,Yes,Yes,23
Lender 194,ReFi,290000,810,West Virginia,No,Yes,36
Lender 72,Home Equity,360000,620,New Mexico,Yes,No,35
Lender 171,Auto,280000,650,Massachusetts,Yes,Yes,15
Lender 371,ReFi,300000,580,California,No,Yes,17
Lender 247,Purchase,340000,620,Michigan,No,No,43
Lender 247,Home Equity,270000,730,Indiana,No,No,31
Lender 273,Auto,290000,680,Rhode Island,Yes,No,37
Lender 206,Purchase,330000,650,Utah,Yes,No,20
Lender 379,Home Equity,280000,660,New Jersey,Yes,No,39
Lender 94,Purchase,340000,640,Missouri,No,Yes,7
Lender 366,Auto,310000,740,Georgia,Yes,Yes,13
Lender 135,Auto,320000,690,West Virginia,No,Yes,38
Lender 309,Home Equity,280000,660,Idaho,Yes,No,35
Lender 328,ReFi,310000,660,Tennessee,Yes,Yes,20
Lender 313,Auto,290000,610,Michigan,Yes,Yes,29
Lender 8,ReFi,270000,730,South Carolina,Yes,No,30
Lender 99,Purchase,350000,570,Kansas,Yes,Yes,40
Lender 85,Home Equity,340000,600,Oregon,No,Yes,26
Lender 275,Home Equity,310000,710,Colorado,No,Yes,1
Lender 168,Home Equity,280000,650,North Carolina,Yes,No,39
Lender 45,ReFi,230000,690,North Carolina,No,Yes,33
Lender 360,Home Equity,330000,700,Maine,No,No,35
Lender 168,Auto,310000,740,New York,Yes,No,8
Lender 378,Home Equity,290000,690,Vermont,Yes,Yes,1
Lender 366,Home Equity,320000,600,New York,No,No,10
Lender 10,Auto,380000,670,Missouri,No,No,38
Lender 297,ReFi,290000,600,Texas,No,Yes,7
Lender 53,ReFi,300000,670,Massachusetts,Yes,No,4
Lender 143,ReFi,290000,660,Montana,Yes,Yes,5
Lender 385,Home Equity,280000,620,Washington,Yes,Yes,33
Lender 161,Auto,370000,680,Colorado,No,No,10
Lender 313,Purchase,350000,640,Texas,No,Yes,38
Lender 79,ReFi,340000,690,North Dakota,No,No,27
Lender 121,ReFi,240000,680,Alaska,No,No,19
Lender 172,Home Equity,300000,720,Louisiana,Yes,Yes,27
Lender 151,Purchase,300000,680,Delaware,Yes,No,17
Lender 201,Purchase,310000,660,Hawaii,No,No,41
Lender 55,Auto,310000,720,West Virginia,Yes,Yes,40
Lender 333,Home Equity,350000,760,Kansas,Yes,No,42
Lender 110,Auto,300000,580,Alabama,No,No,22
Lender 307,Home Equity,260000,720,Pennsylvania,Yes,Yes,15
Lender 348,Home Equity,350000,590,Virginia,No,Yes,13
Lender 310,Purchase,330000,620,Texas,Yes,No,46
Lender 98,Auto,260000,740,Alabama,Yes,Yes,36
Lender 398,Auto,290000,700,Maine,No,Yes,31
Lender 71,Home Equity,300000,700,Wyoming,Yes,Yes,20
Lender 50,Auto,330000,740,Ohio,No,No,46
Lender 160,Auto,280000,620,New Jersey,Yes,No,17
Lender 195,ReFi,300000,770,Nebraska,Yes,Yes,46
Lender 30,Purchase,320000,620,New Mexico,No,No,26
Lender 215,Purchase,290000,700,Wyoming,Yes,No,35
Lender 181,Purchase,300000,690,Massachusetts,Yes,No,36
Lender 81,Home Equity,310000,680,Pennsylvania,Yes,No,39
Lender 142,ReFi,200000,630,Oklahoma,No,No,42
Lender 105,Home Equity,220000,630,New Hampshire,No,No,32
Lender 324,Auto,330000,650,Maine,No,No,40
Lender 320,Home Equity,340000,680,Virginia,Yes,No,33
Lender 327,ReFi,310000,750,Maine,No,Yes,5
Lender 177,Auto,280000,620,New Hampshire,Yes,Yes,11
Lender 283,Home Equity,280000,690,North Carolina,No,No,35
Lender 362,ReFi,290000,650,Idaho,Yes,No,2
Lender 149,ReFi,310000,680,Missouri,Yes,Yes,43
Lender 204,ReFi,300000,680,Mississippi,No,No,7
Lender 126,Auto,380000,710,Utah,No,No,11
Lender 26,ReFi,320000,620,Iowa,No,Yes,7
Lender 315,Home Equity,340000,640,Illinois,No,No,12
Lender 302,ReFi,330000,630,Iowa,No,No,15
Lender 179,Auto,290000,720,Pennsylvania,No,No,5
Lender 32,Purchase,330000,650,Kansas,No,Yes,30
Lender 383,Auto,240000,710,Utah,No,No,46
Lender 225,ReFi,280000,740,California,No,Yes,43
Lender 162,Purchase,300000,760,Kansas,No,No,46
Lender 28,Auto,250000,600,Colorado,Yes,No,23
Lender 5,Auto,380000,660,Hawaii,No,No,18
Lender 332,ReFi,230000,710,Oklahoma,Yes,Yes,14
Lender 281,Auto,300000,650,Kansas,Yes,No,28
Lender 266,Home Equity,300000,690,Idaho,No,Yes,42
Lender 142,Purchase,330000,650,Kansas,Yes,Yes,41
Lender 85,Auto,320000,680,Alabama,No,No,40
Lender 395,ReFi,250000,650,Wyoming,Yes,No,21
Lender 313,Auto,310000,680,Nevada,Yes,No,33
Lender 89,Auto,310000,580,New Mexico,Yes,No,36
Lender 54,ReFi,270000,650,Oregon,No,No,8
Lender 187,Home Equity,270000,640,Idaho,Yes,Yes,14
Lender 39,Purchase,350000,700,Alaska,Yes,No,6
Lender 194,Auto,300000,690,Oregon,Yes,Yes,33
Lender 373,Purchase,280000,600,North Dakota,No,No,8
Lender 320,ReFi,270000,690,Washington,No,Yes,26
Lender 26,Purchase,330000,690,Florida,Yes,No,31
Lender 298,Auto,280000,660,Arkansas,No,Yes,9
Lender 338,Home Equity,250000,710,Alaska,No,No,34
Lender 22,Auto,330000,680,North Carolina,Yes,No,13
Lender 378,Home Equity,290000,580,Illinois,Yes,Yes,18
Lender 268,Purchase,290000,680,Arkansas,No,No,39
Lender 203,Home Equity,290000,690,Illinois,No,No,45
Lender 114,Auto,240000,670,Nebraska,Yes,No,29
Lender 344,ReFi,320000,620,Massachusetts,No,No,41
Lender 313,Home Equity,290000,700,South Dakota,Yes,No,39
Lender 349,Home Equity,350000,660,Nebraska,Yes,No,35
Lender 197,Auto,300000,660,Montana,Yes,No,22
Lender 51,Auto,270000,770,Nevada,Yes,Yes,30
Lender 56,Purchase,300000,560,Kentucky,Yes,No,11
Lender 213,Auto,350000,700,Louisiana,Yes,Yes,29
Lender 126,Purchase,350000,660,Nevada,Yes,No,4
Lender 206,Home Equity,320000,620,Mississippi,No,Yes,36
Lender 362,Auto,290000,630,Nebraska,Yes,No,4
Lender 300,Purchase,290000,620,Massachusetts,No,No,38
Lender 295,Auto,280000,590,Florida,No,Yes,42
Lender 234,Purchase,280000,740,Oregon,No,Yes,8
Lender 295,Purchase,340000,510,Montana,Yes,No,28
Lender 395,Home Equity,290000,750,Indiana,No,Yes,11
Lender 288,ReFi,370000,680,Pennsylvania,No,No,31
Lender 205,Auto,360000,720,Mississippi,No,No,45
Lender 94,ReFi,270000,660,Vermont,Yes,No,33
Lender 293,Auto,260000,670,New York,Yes,Yes,37
Lender 277,Home Equity,270000,710,Missouri,No,Yes,10
Lender 330,ReFi,210000,610,West Virginia,No,No,34
Lender 125,Auto,290000,800,Idaho,Yes,Yes,15
Lender 271,Auto,250000,680,Iowa,Yes,Yes,34
Lender 55,Purchase,280000,770,South Carolina,No,No,34
Lender 20,Auto,260000,700,Hawaii,Yes,Yes,43
Lender 195,ReFi,320000,640,West Virginia,No,Yes,16
Lender 63,Purchase,230000,710,Michigan,No,Yes,37
Lender 54,Auto,310000,760,New York,Yes,No,37
Lender 328,Home Equity,300000,670,Texas,No,Yes,13
Lender 218,Home Equity,300000,690,New York,Yes,No,9
Lender 120,Purchase,280000,710,Ohio,Yes,No,6
Lender 24,Purchase,290000,750,New Mexico,Yes,Yes,10
Lender 360,Home Equity,360000,760,California,No,Yes,24
Lender 264,ReFi,320000,640,Idaho,Yes,Yes,9
Lender 166,Purchase,330000,660,New Jersey,Yes,Yes,10
Lender 85,ReFi,310000,690,Mississippi,No,Yes,9
Lender 293,Home Equity,300000,640,Hawaii,Yes,Yes,4
Lender 181,Auto,310000,690,New Mexico,No,Yes,22
Lender 328,Auto,330000,640,Delaware,Yes,No,14
Lender 241,Auto,300000,730,Arkansas,No,Yes,17
Lender 197,Purchase,370000,650,Washington,No,No,41
Lender 74,Auto,330000,740,New Mexico,Yes,Yes,33
Lender 104,Auto,310000,660,California,Yes,No,45
Lender 237,Purchase,250000,650,Florida,Yes,No,15
Lender 108,Home Equity,300000,730,Nebraska,No,Yes,20
Lender 153,ReFi,280000,730,Vermont,No,No,46
Lender 150,ReFi,320000,680,Minnesota,No,Yes,46
Lender 297,ReFi,270000,620,Missouri,No,Yes,45
Lender 227,Auto,260000,640,Minnesota,No,Yes,18
Lender 219,Purchase,330000,710,South Carolina,Yes,No,24
Lender 215,ReFi,290000,640,Delaware,Yes,Yes,34
Lender 75,Home Equity,340000,650,Rhode Island,No,No,20
Lender 272,ReFi,340000,650,West Virginia,Yes,No,21
Lender 348,Auto,350000,680,Maryland,Yes,Yes,42
Lender 186,Home Equity,320000,610,Pennsylvania,No,Yes,21
Lender 327,ReFi,290000,650,Texas,Yes,Yes,10
Lender 328,Home Equity,270000,660,Texas,No,Yes,43
Lender 14,Home Equity,260000,680,Oregon,No,No,24
Lender 269,Purchase,340000,690,Maine,No,No,22
Lender 46,ReFi,300000,610,Texas,No,Yes,48
Lender 56,Auto,350000,730,Kansas,No,Yes,5
Lender 356,Home Equity,280000,650,Mississippi,No,Yes,18
Lender 82,Purchase,270000,630,Florida,Yes,Yes,48
Lender 240,Purchase,330000,630,Texas,Yes,Yes,3
Lender 244,Auto,360000,680,North Carolina,No,Yes,43
Lender 378,Home Equity,320000,780,New Hampshire,Yes,Yes,28
Lender 96,Purchase,300000,590,Delaware,Yes,Yes,27
Lender 180,ReFi,310000,670,Tennessee,No,No,41
Lender 143,Home Equity,280000,690,California,Yes,Yes,23
Lender 238,Purchase,300000,610,Oklahoma,Yes,No,49
Lender 133,ReFi,240000,640,Kentucky,No,No,42
Lender 377,Purchase,360000,760,Louisiana,Yes,No,3
Lender 170,Auto,320000,690,Washington,No,Yes,5
Lender 29,Purchase,300000,660,Illinois,No,No,12
Lender 318,Auto,250000,680,Oklahoma,No,No,20
Lender 169,ReFi,270000,640,Rhode Island,Yes,Yes,26
Lender 325,Home Equity,310000,740,New Mexico,No,No,11
Lender 130,Home Equity,260000,660,Utah,Yes,Yes,36
Lender 350,ReFi,350000,710,Florida,Yes,Yes,47
Lender 379,ReFi,280000,740,Minnesota,No,No,8
Lender 127,Auto,330000,670,Louisiana,Yes,No,39
Lender 16,Auto,350000,710,Delaware,No,No,24
Lender 202,Home Equity,310000,640,Oklahoma,Yes,Yes,24
Lender 18,ReFi,290000,620,Oklahoma,Yes,Yes,19
Lender 154,Purchase,230000,680,New Mexico,No,Yes,35
Lender 261,Auto,280000,590,North Carolina,Yes,Yes,4
Lender 151,Auto,280000,620,Hawaii,Yes,Yes,15
Lender 295,ReFi,260000,630,Wyoming,No,Yes,14
Lender 255,Home Equity,260000,720,Texas,No,Yes,27
Lender 70,Auto,360000,780,Arizona,Yes,Yes,18
Lender 211,Home Equity,300000,650,Indiana,No,No,29
Lender 97,ReFi,390000,720,Idaho,No,Yes,0
Lender 173,Home Equity,330000,630,New York,Yes,No,19
Lender 274,Auto,290000,680,North Carolina,Yes,No,13
Lender 308,Purchase,290000,630,Montana,No,No,33
Lender 343,Auto,300000,640,Vermont,No,Yes,21
Lender 391,Home Equity,310000,680,Indiana,Yes,No,31
Lender 98,ReFi,310000,670,Delaware,No,No,12
Lender 314,Home Equity,320000,700,Iowa,No,No,37
Lender 349,ReFi,320000,620,South Dakota,Yes,No,6
Lender 133,ReFi,340000,660,Wyoming,Yes,Yes,8
Lender 141,Home Equity,300000,720,Oregon,No,No,40
Lender 323,Home Equity,240000,630,Vermont,Yes,Yes,2
Lender 283,ReFi,310000,730,Tennessee,Yes,No,44
Lender 332,Auto,300000,680,Wisconsin,No,No,50
Lender 291,ReFi,340000,680,Kansas,No,Yes,5
Lender 272,ReFi,320000,680,New Mexico,No,Yes,6
Lender 248,Auto,320000,680,Illinois,Yes,Yes,30
Lender 330,ReFi,280000,660,Missouri,No,No,38
Lender 266,Home Equity,320000,610,Illinois,Yes,Yes,48
Lender 323,Purchase,310000,640,Massachusetts,Yes,Yes,0
Lender 363,ReFi,300000,680,Arkansas,No,No,36
Lender 178,Home Equity,290000,670,Wisconsin,Yes,No,25
Lender 87,Home Equity,310000,630,Nebraska,No,Yes,5
Lender 239,Purchase,320000,700,West Virginia,Yes,No,11
Lender 392,Auto,240000,720,Arkansas,Yes,Yes,41
Lender 337,Auto,280000,620,Maine,No,No,8
Lender 130,Auto,240000,580,Arizona,No,No,20
Lender 288,Auto,320000,670,Maine,No,No,22
Lender 54,Home Equity,300000,730,Texas,No,No,45
Lender 287,ReFi,330000,780,Arizona,No,Yes,15
Lender 242,Home Equity,280000,630,Idaho,No,Yes,27
Lender 302,Purchase,310000,710,North Dakota,No,Yes,10
Lender 208,Purchase,260000,630,Missouri,No,No,29
Lender 301,Home Equity,300000,720,Maryland,Yes,No,20
Lender 188,Home Equity,350000,600,California,Yes,Yes,18
Lender 96,Home Equity,370000,680,Virginia,No,Yes,35
Lender 73,Auto,340000,790,South Carolina,Yes,Yes,0
Lender 60,Home Equity,280000,730,Hawaii,Yes,No,37
Lender 195,Auto,250000,640,Maryland,Yes,Yes,39
Lender 221,Home Equity,360000,700,Massachusetts,No,No,48
Lender 35,Auto,310000,670,Oregon,No,No,13
Lender 13,ReFi,330000,630,Mississippi,Yes,Yes,5
Lender 269,Home Equity,340000,670,New Mexico,No,Yes,4
Lender 131,Purchase,310000,680,Louisiana,No,Yes,50
Lender 120,ReFi,350000,640,West Virginia,No,Yes,26
Lender 75,Auto,320000,660,New York,No,Yes,39
Lender 98,Home Equity,290000,730,Massachusetts,Yes,Yes,28
Lender 244,Auto,260000,610,Minnesota,Yes,Yes,30
Lender 381,ReFi,250000,640,New Jersey,No,Yes,31
Lender 26,ReFi,270000,780,Hawaii,Yes,No,34
Lender 381,Purchase,380000,650,South Carolina,Yes,No,10
Lender 266,Purchase,280000,640,New Jersey,No,Yes,16
Lender 256,Purchase,250000,710,Ohio,Yes,No,18
Lender 380,Auto,310000,670,Arkansas,Yes,No,19
Lender 13,ReFi,350000,680,North Carolina,Yes,Yes,18
Lender 377,Auto,290000,560,Utah,Yes,No,12
Lender 385,ReFi,290000,800,Alabama,No,Yes,6
Lender 172,ReFi,310000,660,Arkansas,Yes,Yes,27
Lender 250,Home Equity,260000,710,North Carolina,Yes,Yes,31
Lender 341,Purchase,230000,710,Virginia,No,No,0
Lender 219,Home Equity,290000,630,Michigan,No,No,23
Lender 91,ReFi,260000,710,Missouri,Yes,Yes,39
Lender 368,Home Equity,290000,710,Texas,Yes,No,14
Lender 148,Auto,330000,700,New Mexico,No,No,35
Lender 232,ReFi,200000,730,Utah,Yes,Yes,37
Lender 161,Auto,260000,600,Pennsylvania,Yes,No,44
Lender 358,ReFi,360000,470,Vermont,Yes,No,50
Lender 379,Auto,320000,750,Rhode Island,No,Yes,38
Lender 261,Purchase,290000,660,New Mexico,Yes,Yes,24
Lender 252,Home Equity,350000,630,Arkansas,Yes,Yes,37
Lender 210,Home Equity,310000,600,Maine,No,Yes,49
Lender 131,Home Equity,220000,680,Maryland,No,No,5
Lender 186,Home Equity,320000,680,Delaware,No,No,23
Lender 90,Purchase,320000,650,Vermont,No,No,19
Lender 325,Auto,270000,620,Arkansas,Yes,Yes,19
Lender 249,Purchase,230000,690,Arkansas,Yes,No,40
Lender 30,Auto,250000,700,Pennsylvania,No,No,46
Lender 7,Purchase,320000,670,Alabama,Yes,No,44
Lender 110,Purchase,250000,660,Minnesota,No,Yes,4
Lender 196,Purchase,300000,630,Arizona,No,No,16
Lender 111,ReFi,330000,690,Arkansas,No,No,14
Lender 289,Purchase,290000,630,New Mexico,Yes,Yes,47
Lender 381,Purchase,270000,750,Alaska,Yes,Yes,6
Lender 141,ReFi,300000,630,Indiana,No,No,13
Lender 150,Home Equity,350000,680,Ohio,Yes,Yes,29
Lender 371,Home Equity,320000,690,Illinois,No,No,33
Lender 22,ReFi,310000,610,Arizona,Yes,No,24
Lender 272,ReFi,280000,670,Indiana,Yes,Yes,6
Lender 271,Auto,290000,750,Massachusetts,No,No,2
Lender 265,Purchase,280000,610,Montana,Yes,No,32
Lender 281,Home Equity,290000,660,California,Yes,No,38
Lender 311,Purchase,300000,670,Louisiana,Yes,Yes,7
Lender 82,Purchase,300000,680,Nebraska,Yes,Yes,1
Lender 190,Auto,280000,660,Arkansas,No,Yes,34
Lender 321,Purchase,330000,620,Arizona,Yes,Yes,11
Lender 45,ReFi,340000,680,Minnesota,No,Yes,1
Lender 5,ReFi,350000,600,South Carolina,No,No,33
Lender 395,ReFi,270000,670,Massachusetts,No,Yes,22
Lender 22,ReFi,310000,770,Nevada,Yes,Yes,12
Lender 328,Home Equity,290000,620,Mississippi,No,Yes,21
Lender 395,Purchase,310000,740,Missouri,No,No,9
Lender 360,Auto,290000,610,Kentucky,No,Yes,30
Lender 266,Home Equity,310000,600,Missouri,No,No,47
Lender 353,Home Equity,340000,630,Michigan,No,No,0
Lender 260,ReFi,310000,720,New Mexico,No,Yes,44
Lender 86,Purchase,310000,680,Virginia,No,No,25
Lender 134,ReFi,330000,590,Tennessee,Yes,Yes,15
Lender 399,Home Equity,390000,560,New York,No,Yes,37
Lender 8,Purchase,330000,610,Arkansas,Yes,No,40
Lender 9,ReFi,290000,680,New York,Yes,Yes,25
Lender 392,Purchase,320000,690,Montana,No,Yes,27
Lender 134,Home Equity,350000,670,Minnesota,Yes,No,37
Lender 263,Home Equity,240000,640,Nebraska,No,Yes,33
Lender 384,ReFi,320000,650,Wisconsin,No,No,7
Lender 229,Auto,300000,670,Wisconsin,No,Yes,2
Lender 135,ReFi,310000,660,Michigan,Yes,No,11
Lender 99,ReFi,290000,620,Georgia,No,No,15
Lender 354,ReFi,290000,760,Ohio,Yes,No,28
Lender 76,ReFi,250000,600,Connecticut,Yes,No,27
Lender 360,Home Equity,270000,620,Alaska,Yes,No,46
Lender 49,Purchase,320000,630,Massachusetts,No,Yes,9
Lender 341,Home Equity,320000,660,New Jersey,No,Yes,16
Lender 343,Purchase,320000,660,Utah,Yes,No,45
Lender 259,Purchase,300000,670,Michigan,Yes,No,16
Lender 355,ReFi,270000,720,New Hampshire,Yes,No,4
Lender 206,ReFi,260000,760,Mississippi,Yes,Yes,36
Lender 255,Auto,290000,640,Missouri,Yes,Yes,26
Lender 4,Auto,240000,650,Arkansas,No,Yes,28
Lender 49,Home Equity,320000,630,Georgia,Yes,No,4
Lender 315,Purchase,310000,700,Colorado,Yes,Yes,39
Lender 277,ReFi,340000,590,New York,No,No,10
Lender 337,Purchase,310000,610,Connecticut,No,Yes,30
Lender 257,Purchase,270000,710,Wisconsin,No,No,35
Lender 270,Purchase,370000,550,Washington,Yes,Yes,21
Lender 248,Auto,340000,700,Illinois,Yes,Yes,16
Lender 366,Purchase,300000,760,Idaho,No,No,36
Lender 23,Auto,280000,680,Arkansas,Yes,Yes,5
Lender 100,Auto,240000,750,Maryland,No,Yes,19
Lender 11,Purchase,310000,560,Michigan,No,Yes,4
Lender 240,Auto,250000,740,Tennessee,Yes,Yes,50
Lender 122,Auto,300000,610,Wyoming,Yes,Yes,0
Lender 89,ReFi,300000,710,Idaho,No,No,32
Lender 242,Home Equity,380000,700,Alabama,No,Yes,22
Lender 132,ReFi,320000,590,California,No,Yes,29
Lender 192,Purchase,300000,690,West Virginia,No,Yes,24
Lender 224,Auto,290000,690,Maine,No,Yes,18
Lender 399,Auto,330000,640,Kentucky,No,Yes,35
Lender 118,Purchase,300000,720,Illinois,No,No,50
Lender 129,Purchase,310000,740,Texas,Yes,No,47
Lender 397,Purchase,260000,690,West Virginia,No,No,44
Lender 163,Home Equity,360000,650,Kansas,No,No,3
Lender 12,Home Equity,340000,590,Washington,No,Yes,8
Lender 338,Auto,330000,660,Missouri,Yes,Yes,5
Lender 221,Auto,310000,620,North Dakota,Yes,No,10
Lender 207,Auto,360000,500,New Mexico,No,No,21
Lender 70,ReFi,330000,640,New Hampshire,No,No,0
Lender 357,Auto,230000,720,Nevada,Yes,No,10
Lender 79,Purchase,240000,640,Nebraska,Yes,Yes,1
Lender 129,Home Equity,280000,740,Illinois,Yes,Yes,7
Lender 18,Purchase,350000,620,South Dakota,No,Yes,21
Lender 149,Purchase,320000,690,Michigan,Yes,Yes,44
Lender 351,ReFi,330000,680,Texas,No,Yes,8
Lender 172,Home Equity,240000,640,New Hampshire,Yes,Yes,32
Lender 86,Home Equity,290000,650,Texas,Yes,Yes,21
Lender 227,Auto,310000,720,Rhode Island,No,Yes,46
Lender 296,ReFi,310000,680,New Mexico,Yes,Yes,28
Lender 106,Purchase,300000,740,South Carolina,Yes,Yes,35
Lender 12,Purchase,330000,600,Louisiana,No,Yes,50
Lender 304,Auto,260000,660,Texas,Yes,Yes,46
Lender 11,Home Equity,300000,690,Oregon,Yes,Yes,16
Lender 302,ReFi,260000,730,Tennessee,No,Yes,8
Lender 155,Home Equity,330000,680,New Jersey,No,No,17
Lender 186,Home Equity,190000,700,Maine,No,Yes,13
Lender 169,Home Equity,260000,640,Arkansas,Yes,Yes,21
Lender 58,Purchase,370000,740,Florida,No,Yes,22
Lender 275,Purchase,290000,730,New York,No,Yes,23
Lender 305,Purchase,280000,760,Alabama,Yes,No,23
Lender 190,Purchase,320000,630,Florida,Yes,No,23
Lender 134,ReFi,310000,620,Colorado,Yes,No,41
Lender 133,ReFi,310000,700,North Carolina,No,No,50
Lender 171,Purchase,300000,680,Massachusetts,No,Yes,41
Lender 214,Purchase,320000,620,Virginia,Yes,Yes,39
Lender 14,Home Equity,310000,640,Texas,Yes,Yes,15
Lender 211,Purchase,290000,750,Utah,Yes,Yes,10
Lender 380,Purchase,340000,620,Wyoming,No,No,46
Lender 293,ReFi,310000,640,Utah,No,No,26
Lender 123,Purchase,280000,610,Vermont,Yes,Yes,42
Lender 361,Home Equity,370000,660,Hawaii,No,Yes,22
Lender 300,Purchase,290000,650,Maine,No,Yes,19
Lender 155,ReFi,340000,710,Kansas,Yes,No,43
Lender 263,Purchase,330000,630,Missouri,No,Yes,23
Lender 159,Home Equity,260000,680,Vermont,Yes,No,32
Lender 285,Home Equity,280000,670,Idaho,No,Yes,27
Lender 59,Auto,310000,750,Louisiana,Yes,Yes,5
Lender 70,Purchase,310000,640,North Carolina,No,No,35
Lender 153,Purchase,240000,680,Virginia,Yes,Yes,26
Lender 85,ReFi,320000,720,Kansas,No,Yes,26
Lender 153,Home Equity,280000,670,Indiana,No,Yes,44
Lender 132,Purchase,290000,570,Virginia,Yes,Yes,30
Lender 58,Purchase,310000,590,Pennsylvania,Yes,Yes,28
Lender 3,Auto,350000,650,Alabama,No,No,23
Lender 146,ReFi,290000,640,Pennsylvania,No,Yes,36
Lender 125,Auto,280000,700,Texas,Yes,No,49
Lender 3,Purchase,280000,700,Texas,No,Yes,30
Lender 56,Home Equity,320000,590,Georgia,No,Yes,41
Lender 200,Home Equity,290000,680,Pennsylvania,Yes,Yes,1
Lender 248,Auto,320000,640,Delaware,No,No,9
Lender 250,Home Equity,290000,730,Delaware,Yes,Yes,3
Lender 380,Auto,310000,660,Arkansas,No,No,12
Lender 352,Home Equity,260000,630,Minnesota,Yes,Yes,2
Lender 67,ReFi,370000,670,Louisiana,No,Yes,38
Lender 191,Home Equity,340000,620,Wisconsin,Yes,No,33
Lender 204,Purchase,320000,700,Kansas,No,Yes,40
Lender 335,Purchase,330000,770,Nebraska,No,Yes,37
Lender 116,Home Equity,310000,590,Alabama,Yes,No,36
Lender 148,ReFi,300000,680,Virginia,No,No,39
Lender 186,Auto,280000,700,Pennsylvania,Yes,No,26
Lender 280,Purchase,360000,680,California,Yes,Yes,28
Lender 35,Purchase,300000,720,New Hampshire,No,Yes,34
Lender 204,Purchase,320000,680,Washington,Yes,No,24
Lender 200,ReFi,260000,620,Arkansas,Yes,No,28
Lender 167,Auto,280000,690,Maryland,No,No,36
Lender 96,Auto,320000,670,Oklahoma,Yes,No,10
Lender 51,Auto,310000,590,Missouri,Yes,Yes,17
Lender 39,Purchase,320000,700,Utah,No,No,32
Lender 280,Auto,280000,600,North Dakota,No,No,7
Lender 315,ReFi,290000,690,Massachusetts,Yes,Yes,15
Lender 306,Home Equity,370000,720,Oregon,Yes,No,29
Lender 392,Home Equity,340000,720,Maine,No,No,22
Lender 101,Purchase,330000,650,Maryland,Yes,No,37
Lender 84,Home Equity,270000,660,Nebraska,No,No,7
Lender 281,ReFi,390000,760,Wisconsin,No,No,28
Lender 387,Purchase,280000,690,Iowa,Yes,Yes,41
Lender 202,Auto,310000,620,Oklahoma,Yes,No,43
Lender 65,Auto,280000,700,Texas,Yes,No,9
Lender 72,ReFi,290000,660,Idaho,Yes,Yes,2
Lender 143,ReFi,280000,640,Nevada,No,No,47
Lender 341,Home Equity,270000,640,Minnesota,No,Yes,46
Lender 272,Purchase,300000,640,North Carolina,No,Yes,11
Lender 226,Purchase,300000,690,Iowa,Yes,No,39
Lender 266,Home Equity,320000,650,Hawaii,Yes,Yes,27
Lender 203,ReFi,400000,620,South Dakota,Yes,No,10
Lender 252,ReFi,290000,700,North Carolina,No,Yes,41
Lender 87,ReFi,280000,660,Pennsylvania,No,Yes,24
Lender 341,Home Equity,340000,640,Indiana,No,Yes,29
Lender 191,ReFi,330000,650,North Carolina,No,No,37
Lender 137,Auto,310000,640,New York,Yes,No,36
Lender 347,ReFi,310000,730,Florida,No,No,17
Lender 260,ReFi,260000,680,California,No,Yes,16
Lender 217,ReFi,290000,600,Minnesota,Yes,No,37
Lender 227,ReFi,320000,690,Michigan,No,Yes,40
Lender 250,Purchase,250000,620,New Mexico,No,Yes,17
Lender 243,ReFi,270000,630,Iowa,No,Yes,45
Lender 53,Home Equity,350000,610,Mississippi,No,Yes,12
